period,Ygrowth,GCgrowth,Cgrowth,GIgrowth,Igrowth,wgrowth,N,pi,RB,TOP10Ishare,TOP10Wshare
2017-10-01,0.014753064751369317,0.019399175547918136,0.012150259380613905,-0.011298976179042937,0.02077994530559393,0.015066062390495499,0.05316826393571805,-0.0018423547053658864,-0.006455904879391776,NaN,NaN
2018-01-01,-0.003990895494070023,-0.013808448984274035,-0.0036716129340606746,0.0574957138057717,-0.002946904280474146,0.005799736440893748,0.04344975980124666,-0.0013089180856433926,-0.006454476307963204,0.07396166922884473,0.021632123253220614
2018-04-01,0.010166157413976785,0.008038859773384689,0.007258676439991263,-7.511941188033965e-4,0.022461883117285832,4.8411794456630327e-4,0.05861106734331134,-0.0013863231317832372,-0.006446738212725109,NaN,NaN
2018-07-01,-0.0014770705565433024,-0.007339517251973913,-0.004323948649440267,0.025399947447709372,0.009101275452398054,0.0032219255913706166,0.05594673247140758,0.0014937244022603467,-0.006432608176095072,NaN,NaN
2018-10-01,0.0036581740187350614,0.0038457299431271423,0.0016741851942638003,5.992145240596692e-4,0.00948985819083961,-0.0046333221755272165,0.06482678182615853,0.0035980388974485664,-0.006422551084748918,NaN,NaN
2019-01-01,7.678551836693198e-4,0.007286252398100092,-0.0031380173240736714,-0.02951896630257653,0.009058721451697975,0.0013712055751718241,0.060327049719807846,-0.004172887806078515,-0.006405111228598124,0.07610013569468077,0.0168629096486258
2019-04-01,0.011615412823122208,0.0083196159528469045,0.013284845958033843,0.07280806806345866,0.0014570534496005907,0.021035461452303433,0.06112872915623768,-9.713868614569434e-4,-0.006426020086765047,NaN,NaN
2019-07-01,-0.003156219097840995,0.005796253789459573,-0.005161496762663275,-0.015742426160065357,-0.005476902126805046,-0.009298042807131385,0.06358665867504598,0.0012059490473465915,-0.006623534749521645,NaN,NaN
2019-10-01,-0.015347557305807134,-0.012752304949370751,-0.017078192715994943,-0.039253563613315084,-0.009895791587453547,-0.013342947586446347,0.05007353739503806,0.00187136107745676,-0.006642238584748918,NaN,NaN
2020-01-01,-0.02985538923713634,0.009247571209963768,-0.047594215832190555,0.03410875481535805,-0.03371215545192993,0.008255090600437536,0.031236017069478983,0.0014217122023798354,-0.006647355772248918,0.07610013569468077,0.012585377247337659
2020-04-01,-0.07573780789268811,0.0102395637692012,-0.12023819809491618,0.10026218723699246,-0.08780191125625156,-5.418020383895663e-4,-0.033356958814191096,0.003028502198115993,-0.006391503957732789,NaN,NaN
2020-07-01,0.07306960976091217,0.031554256284077146,0.10468857117956434,-0.0775639198788469,0.06342817286810301,0.037874732430815114,-0.018211926871219752,-0.018112719648673024,-0.006811754446491342,NaN,NaN
2020-10-01,-0.007397114544195637,-0.006936595309629877,-0.021578537294428456,-0.010546864071393243,0.03153601342961479,-0.02469211707768611,0.0037001062281047936,0.0018193138056825462,-0.006940569714556609,NaN,NaN
2021-01-01,0.013242226804601666,0.026099931307652414,0.0077887280320919966,0.021679407502103423,0.010642835974362467,0.006034951788519687,0.04292404373291525,0.007064747278986408,-0.006989476307963203,0.07529874657739577,0.016692159199991008
2021-04-01,0.023353692714484987,0.022230678047116415,0.019089968501595424,0.01868665914029635,0.03651157893733806,-0.01207198624510571,0.05684727148716462,-0.005721247379032698,-0.006984912815899711,NaN,NaN
2021-07-01,0.009016203185980766,-0.014622905047663847,0.03192765071175511,-0.03153888287074433,-0.018777255324980733,0.03316373754527473,0.04034830942953427,0.016960516374193692,-0.006998307476794372,NaN,NaN
2021-10-01,0.00772002978855283,-0.0031305005032831274,0.009932751660230922,0.02506000460830873,0.011654305645603128,-0.026526984163309526,0.05845576140053321,0.004912234233997096,-0.007050921113158009,NaN,NaN
2022-01-01,0.02008005086944379,0.007185685771054597,0.027034474508629204,0.003526450624761005,0.018286533818946207,-0.013649541724502574,0.06977151731219422,0.01619169875927138,-0.00695360577228798,0.0811607404486312,0.01600886569885851
2022-04-01,-0.0061403357373582485,-0.021575271319613575,-0.005407954263954095,-0.035215977889792666,0.014177597587432115,-0.019546523558174617,0.060862809052670386,0.011160776243148688,-0.006517055673042569,NaN,NaN
2022-07-01,0.002144690137031369,-0.019280110350224488,0.00844183361706722,0.05370970779576692,0.0011833293330365793,-0.0043925625957825405,0.0623667243396504,0.004380414279076631,-0.004418345355582251,NaN,NaN
